,author,date,stars,review_body
13,Jeff A.,2019-02-10,5.0,"Taste is everything and Lovina's brunch did not disappoint.  Not a huge menu, but as the waitress said when the table next to me asked about specials; her response that every thing on the menu was special was accurate for us.  First the cocktails were special both ""Magic"" cocktail was amazing and the spin on the Mimosa was really refreshing.  The brunch we had included a wild mushroom poached egg with ricotta cheese on toast creation that the wife gives two thumbs up. My item sounds pedestrian, Breakfast burrito, but it was delicious as well.   This is a small place but the service was great.  Well done Lovina!"
14,Vivian D.,2018-10-12,4.0,"Maybe more of a 3.5 star experience, but for a small town restaurant, I think they are putting in the effort!  Our party of 6 got seated in the annex dining area (felt like we were a bit secluded, but interesting!) for Sunday brunch. I got the breakfast sandwich which was ok.  Breakfast burrito was actually not bad- and a bigger serving than the picture. They only serve a few potatoes however (quite odd). Overall, an alright time, service was decent, nice atmosphere for brunch."
15,Lee D.,2018-10-22,5.0,"My wife and I visited for a casual Sunday brunch and were very happy with the overall experience. The food was outstanding (get the Avocado toast), the bloody Mary's were flavored with an excellent spice, but not so much to burn your Sunday mouth off! The coffee was strong and plentiful and the service was excellent too.

You should visit."
16,Carnita M.,2018-09-09,4.0,"Really cute brunch spot, especially if you get a table out on their patio.  I was a bit worried because when I was walking up I heard one party talking about an insect landing on someone in their group, but luckily that wasn't really an issue for us.  Bees did buzz by a couple times, but flies were more of an issue - to be expected sitting outside imo and it wasn't as if we were swatting flies away the whole time.  Parking was easy for us the late Sunday morning when we went which was nice; we found a spot right in front when we pulled up.  As for the food, I enjoyed the breakfast burrito I ordered, which I asked for without salsa or sour cream and came with scrambled eggs, bacon, hash browns, and cheese - so good!  I chose mixed greens (instead of potatoes) with mine which I really liked also.  Portions are plentiful here so you will leave feeling satisfied.  To drink I had their Lovina Mimosa with sorbet which I found light and refreshing.  Lovina was my Plan B, as the restaurant I originally planned on going to was booked for a private event, but I'm really glad I came here because it ended up being a cute brunch spot with good food :)"
17,Joan S.,2018-04-27,5.0,"This was our absolute favorite dining experience on our weekend to Napa.
I am a huge foodie!  And let me tell you it is food perfection! The waitress was absolutely amazing! Her suggestions were perfect and showed she loved her job !
It was Easter Sunday and they had a cute ""Egg hunt""... chocolate foil covered eggs hidden all over the restaurant.  Anyone finding a gold egg got a $25 gift card.  Cute touch.
Most restaurants food and service suffer on holidays... not this one.
I love all the small touches like sparkling  or still water at no charge. As well as the glassware.
The food could not have been better!"
18,Mark P.,2019-01-26,4.0,"Walked in last Sunday at 5:45pm without a reservation.  It's a Sunday of a Holiday weekend, what could go wrong?  Nothing!  Jennifer greeted us and went out of her way to check the reservations that were already made.  If we could be done by 7pm we could sit at a table or have a seat at the bar which had about 6-8 open seats.  Sat at a table and had a wonderful evening.  The house made Polenta Bites were delicious and filling.   For dinner, I had the Pork &amp; Beef Bolognese and my wife had the Braised Lamb Shank.  Both were delicious!  Enjoyed the local Pinot Noir (only $8/glass) with both of our dinners.  No dessert, just didn't have room!  Will definitely be back again."
19,Cliff S.,2018-04-12,4.0,"My dad and I visited this nice modern restaurant in Calistoga.  It is a down stairs of a two story house.  We were seated right away on a Thursday night. 
My dad had the spicy Bolognese and I had the pork chop.
The noodles on the Bolognese were fresh with the beef and pork finely ground into a delicous sauce.
The pork chop wad cooked to perfection.
A nice place worth a visit."
40,Jessie B.,2018-10-20,5.0,"Favorite brunch I have ever been to. 

This place made me feel like I was in Stars Hollow at Luke's Diner! Everyone was so nice and it had the perfect small town feel. 

SUSIE'S REMEDY. You must get it. So amazing. Also the lemon bread pudding. 

Couldn't recommend more."
41,Patrick M.,2018-02-11,5.0,"Went here for brunch and came back later that night for dinner.
     
     For brunch I started with the Housemade Kimchi Bread which was yummy with a nice heat to it, and for my entree',  the Croque Lovina with a fried egg on top. What a tasty dish! The pork was perfect and the mushroom fondue was rich and creamy, perfect compliment to the cheddar cheese and foccacia bread. My friend had Cedar Street Breakfast, eggs over easy with bacon, breakfast potatoes, and mixed greens. She said the eggs were perfect and the potatoes were creamy and delicious. Service was great and very attentive.

     We returned for dinner around 8pm and the place was packed. We didn't make reservations and I would recommend that next time. Fortunately we were seated after a few minutes. We started with the Carne Asada Popcorn, which we saw at brunch but were more interested in the Kimchi Bread. The pop corn spice was delicious. I had the Spicy Pork &amp; Beef Bolognese and my friend had one of the specials, the 10 oz Berkshire Pork Porterhouse with tangelo &amp; carrot purée, vadouvan spiced cauliflower, celery root, lacinato kale. That pork dish was incredible, the flavors were fantastic.

I would definitely recommend checking out Lovina the next time you're in Calistoga. The food and service are great. Can't wait to see what they do next!"
42,Allison M.,2018-08-07,5.0,"Such a lovely gem of a restaurant. 

First of all, we love Calistoga.  It's still a bit hidden away to be overly-touristy (that will change, I'm sure), and has great little restaurants like Lovina.  

We came in twice for brunch and lingered to have some wine as well.  The menu is great, I definitely recommend visiting if you're in town."
43,Shigeo N.,2019-01-04,5.0,"Lovin' Lovina. We were staying at a five star down the road and wanted a ""regular diner"" breakfast. Lol. Their neon sign Lovina on Yelp and easy parking got me to the door. Got right in. First off, this is not a greasy diner. Its spotless. (I was a little disappointed because wherever I go I like trying the local greasy spoon ;-) 
The wait staff are efficient and friendly. Terrific breakfast. I had the Susie's Remedy and a great cup o joe. Healthy  and hearty. Clean fresh ingredients. I can't remember what anybody else ate because it is so delicious. I was yumming and ummming. I was in heaven with the great food and music. I dont know the history or owners...but it seems they ALL are happy and take pride in their cozy ""Diner"""
44,Eric M.,2018-07-13,5.0,"Stopped by for my wife's birthday, and they did an absolutely great job. Fantastic food, great presentation, and an outdoor patio that will knock your socks off.

This relatively new twist on an old favorite in Calistoga is definitely a must-see stop."
45,Maansi D.,2018-01-17,5.0,"Lovina was a tiny, gem of a find. Adorable little corner restaurant, the inside and outside of the restaurant were so charming. The food was absolutely delicious, such a pleasant surprise given we just happened to walk into this place. Nice relaxed atmosphere, perfect way to wrap up an overnight stay in this little town."
46,Daoud D.,2018-10-04,5.0,"I love it when a server is so confident in the food on the menu that it makes you just want to order everything, but very rarely do they get it right. Not Cassie, she absolutely won all of us over! It all started with the coffee, I normally only drink espresso but the coffee here surprised me in the best way. I don't want to detail every dish we had(they were all bomb af) but I need to mention two. The bolognese is why we will back but be sure to get it dirty. The French toast, as my dining companion put it ""is stupid good""! We will be back again and again. Love at first bite!!! Thanks Cass and crew @ Lovina."
47,A P.,2018-11-17,4.0,"We stopped in for lunch. My husband loved his BLT. The ""kimchi avocado"" was more accurate on the avocado than the kimchi. I know kimchi is very popular right now, but as a Korean person, I gotta call it when it's not really kimchi. This was still a fine dish, just ""kimchi adjacent sauce,"" to be more accurate. The squash and quinoa salad was nice. Service was friendly and prompt."
48,Ravindhran S.,2018-11-12,5.0,My wife and I visited here the past weekend. We ordered a egg dish with hasselback potato - mind blowing! Have never had brunch that tasted so good. Highly recommend the place. We chanced upon it.
49,Jay F.,2018-09-30,5.0,"Wonderful food, service and ambience! Steak was perfect and pre cut. Risotto was tender and flavorful. Pasta Bolognase was delicious. Wait staff very attentive. Enjoyed it a lot."
50,K S.,2018-12-02,5.0,"What a fantastic find!  Seemed like a good place to take a chance on a nice meal, and it was that and more!  Great service and wonderful, interesting dishes!  Will definitely go back!"
51,Lindsy S.,2018-07-29,5.0,Fabulous brunch! Highly recommend the Breakfast Burrito (w/o bacon) and the Avocado Toast! Our server Michaley was super helpful and attentive.
52,Aaron B.,2018-12-02,5.0,Wife and I had supper our first night and came back for brunch a couple of days later. Would definitely visit again the next time we are nearby. Great service and everyone is very friendly.
53,Laura G.,2019-02-07,4.0,"Very cozy setting, warm and friendly staff, interesting menu, very tasty food. But portions are small and prices are large. If you're okay with that, definitely try it."
54,Kaylene C.,2018-11-03,3.0,"Great atmosphere, wonderful service, mediocre food. We had the curry, chicken yum yum and the goat and beef bolognese. I recommend coming here for their yummy snacks."
55,Anne S.,2018-07-08,5.0,"Cute patio with friendly service. Great lunch stop when you're working you're way through wine country. 
If you're looking severely cheat on your diet, get the grill cheese!"
56,Samantha M.,2019-01-11,5.0,"Probably one of the best dinners I've ever had in Calistoga. Super small hole in the wall restaurant, located right on Lincoln Ave before you hit the main strip. The mushroom risotto was absolutely AMAZING, the New York strip steak was definitely something I'll come back for time and time again. The crispy mushroom polenta bites, I could not get enough of! Definitely make a reservation if you're coming on the weekend, it's totally worth it!"
57,Simon L.,2018-03-25,5.0,"Probably a 4.5.  Came here for brunch and tried the breakfast burrito.  It was massive and really delicious, primarily because of the unique salsa/hot sauce that gave it a really interesting kick.  Probably one of the best breakfast burritos I've ever had."
58,Marina V.,2018-04-12,5.0,"My husband and I had our Valentine's dinner here when we stayed in Calistoga. Everything was delicious. We split a couple of soups, an appetizer (popcorn!), an entree and dessert. I was especially excited about chicken &amp; dumplings - yum! Everything is made with love and care, and the vibe was very nice. It's right on the main street in Calistoga, we walked around afterwards, it was a lovely evening!"
59,Shawn S.,2018-05-17,1.0,Check out the awesome mouth burn my girlfriend got from the tomato soup last weekend.  Sent Owner an email last Monday warning they are serving scalding food - no reply.
60,Ling L.,2018-10-02,3.0,"I was here for lunch during my trip to Napa valley area. I saw good reviews and stopped in for lunch. The food is okay, nothing to write home about. I think it's overpriced for what it is. But it sounds about right for the area."
61,Cindy S.,2017-08-20,5.0,"Loved this cute place. The Motown music made my whole morning as I danced through brunch.

You can order 3 different serving sizes of food! so brilliant, especially for kids.

We had:
Breakfast sandwich
Tiki chicken and poached egg focaccia 
1 slice of French toast- it was 1/2 slice of giant French toast with real vanilla bean whipped cream.
Everything spice ricotta - this is a must order!

Will come back. Thank you."
62,John A.,2018-03-07,5.0,"Our waitress was extremely helpful and sweet, brunch was excellent. Whole restaurant had a cool vibe reminded us of Luke's dinner from Gilmore girls. The service here is above and beyond, warm and friendly without being over bearing annoying and forced like some major chains where the waiters sit at your table while you order. (I hate that) 
this is honestly one of the coolest places in Calistoga to grab lunch, and will be the only place I visit for my next visits.

French toast is huge and delicious
Breakfast burrito was huge and also delicious
Coffee is pretty good and comes in funky mugs."
63,Sarah L.,2017-08-20,5.0,"I came across Calistoga Kitchen as I peeped around Yelp for somewhere to go with my girlfriends to celebrate a birthday.  With it's super cute retro signage, I had a feeling this was going to be the right spot for us and quickly made a reservation.

I was so happy to be right! I cannot rave enough about this place!  Not only was the food beyond delicious, but the staff... the staff! So warm and friendly with just enough sass to keep our little group giggly and happy.

But back to the food. With the 6 of us, we practically ordered every main entree on the menu: steak, chicken, opah (white fish), rabbit, and my personal favorite was probably the risotto. Each dish had beautiful flavors that we all enjoyed.  And the desserts!  Olive oil cake with strawberries and a hot chocolate cake... Orgasmic.

All night long, and into the next day we couldn't stop talking about our perfect meal at Calistoga Kitchen. I definitely want to go back to try their brunch menu, and then back the same night for dinner!"
64,Emily G.,2018-10-27,5.0,Visited here during our honeymoon trip to Calistoga.  Ate outside under the heat lamps in mid October and the temp was perfect.  Thoroughly enjoyed the pasta bolognese and the chicken tiki yum yum.
65,Jeff H.,2018-02-16,5.0,"Had an awesome meal here tonight!  Everything was great.  

The pork chop was amazing - on par with the Nopa pork chop which is our all time favorite.

The owner was there and chatted with us which was really nice.  Definitely a must visit while in Calistoga, which btw looks completely normal after the fire!"
66,Heather C.,2018-04-01,3.0,"Came here because of recent rave reviews. Sunday brunch. Very quaint and cute indoors and out. Outside dining is great. All the staff were very friendly.
Menu is good though expensive. $15 breakfast buttiro. $12 soup. $26 shrimp curry. $12 2 wggs combo.
I got the lemon chicken soup. It was fine but very creamy and sweet. I didn't eat 25% of the soup and the waitress didn't make any mention of ask if I enjoyed it, making me think she didn't notice or didn't care.
Husband got a $15 breakfast sandwich, it was good but not great.
Overall, disappointed with the food but the place itself is charming."
67,Kelly B.,2018-04-21,4.0,"Amazing breakfast. Just delightful and the outdoor garden dining was perfect. 

The breakfast sandwich on artisan English Muffin from Model bakery was mouthwatering."
68,Brandi S.,2018-09-16,5.0,"This is one of the best meals I've ever had. The risotto was amazing. I'll never shut up about it. Great service, cozy patio, and lovely vibes. Go here."
69,Jenn H.,2018-03-17,5.0,Wowsa! What a pleasant surprise. Fantastic and fresh food. I was blown away with the flavor combinations. A definite place to stop in Calistoga.
70,Maya L.,2018-12-27,5.0,Great little spot with home cooked style food! Very delicious and people who work there are nice.
71,Elizabeth S.,2016-12-10,4.0,"My fiance and I had just arrived in Calistoga to kick off our weekend and decided to have lunch here.  It's a very casual venue with low ceilings and a quaint, warm feeling of welcomeness.  Their unique menu items were not expected but quite gratifying!

He ordered a rib eye sandwich which he enjoyed.  I had to order their short rib bahn mi sandwich and of course the roasted duck soup.  How often do you see things like this on the menu??  I have to say both of these were amazing.  The roasted duck soup was like something I'd never tasted before- herby, a bit of lemon to compliment and of course the delicious taste of duck.  It was a hearty concoction.  The short rib bahn mi was like the most excellent Vietnamese sandwich!  -obviously not authentic but who cares...  It was great!  The short rib was pliable, juicy and flavorful- perfect with the red cabbage, julienned carrots and cilantro between two soft buns.  Everything hit the spot!

Our waitress was friendly and attentive.  She asked us how everything was.  It was an experience we'd happily repeat."
72,Angela B.,2018-09-08,5.0,"I do not understand how Lovina is only rated 4 stars. We ordered the French toast, a breakfast burrito, fried polenta and the Suzie's Remedy. It was easy to review this place because all 3 of us talked about how amazing the food was hours later. I got the last Suzie's of the day so make sure you get there before they run out. You won't regret getting up a little earlier. Everything was delicious and fresh!"
73,Karl K.,2018-09-01,5.0,"Excellent food &amp; good value compared to the other places in town. Enjoyed the hand made pasta with ragu, perfect and spicy. Had food envy the minute our orders arrived, the fish was so nicely presented &amp; I could almost hear the crispy pappadum crackling on the plate.  We usually choose a different restaurant for each night of our stay in Calistoga but by the end of the meal I found myself wishing that we didn't save this place for the last evening so we could enjoy this wonderful food one more time.  In a small town like this one you'll find that the restaurants are all doing pretty much similar variations of the same main ingredients &amp; it takes a very special place to stand out &amp; earn a place in a families collective memory.  I, my wife &amp; our daughter have nothing but praise for the outstanding meal we enjoyed"
74,Kate F.,2018-01-01,4.0,"Cute, quaint, totally Calistoga restaurant with good food. We visited here for a late lunch / brunch on a Saturday and they were out of quite a bit of stuff on the menu. We settled on the breakfast burrito and the grilled cheese sandwich with leek soup. A great way to warm up for lunch."
75,Liz S.,2018-09-15,5.0,"Loved Lovina sooo much we went two days in a row! Cucumber appetizer is incredible, BLT, gazpacho, burger -- best I ever had! A MUST go in Calistoga!"
76,Stephanie L.,2018-02-18,5.0,"Our best meal during a three day weekend trip to Calistoga! Lovina was better than our dinner at Sam's Social Club. Highly recommended if you're in wine country. 

Everything we had was absolutely delicious- the little gem salad was fresh, heritage pork chop was tender and super flavorful (and huge!), branzino perfectly cooked with crispy skin. Desserts were to die for! We had the hot mess and the bread pudding. We were so full but still finished both desserts. 

This restaurant has been under new ownership since fall 2017, and now has the same owner as Zazie, one of my favorite restaurants in San Francisco. We'll be back soon!"
77,Erica W.,2018-06-24,5.0,"The newly updated restaurant is SUCH an improvement, both in atmosphere and food. The patio is lovely, and offers great people-watching. Try the schnitzel, newly on the menu - it's HUGE and perfectly fried! All around, a great evening with excellent food and service."
78,Tim W.,2017-12-13,5.0,"I had the Roasted Delicata Squash Salad. The squash itself was yummy, perfectly matched with arugula and raisins. The vinaigrette was light and flavorful. 

I was ready to write off the ""Little Gems &amp; Avocado Salad"" as the necessary salad before the main, but wow, was I wrong. The greens were so fresh they tasted like they were picked that morning. The avocado was perfect, too. The occasional fried shallot piece was decadent. 

The main was the Roasted Mushroom Risotto.  I've had plenty of risotto in my life, but it's never been something to write home about. This was different. Wow. Easily the best risotto I've ever had in my life. We opted for the additional grilled chicken thighs; they were *perfect* - as good as the chicken at Zazie down in San Francisco. 

I didn't really have room for dessert, the Pumpkin Bread Pudding, but I managed to eat it all, anyways. And then I ate half of one of my friend's.

Service was top notch."
79,Mikey S.,2017-12-11,5.0,"I've been going to Calistoga for nearly 40 years and never had such a wonderful brunch as I did yesterday at Calistoga Kitchen. Employee owned with a sharp, friendly, efficient staff, I highly recommend coming here. It's right on the corner of Lincoln and Cedar, has an outdoor patio and various little rooms/alcoves inside. We were a large group so had a unique family style brunch made for us. New ownership and partners are really making this into a destination. I'm planning another trip soon just so I can eat here again. PS it's right next door to Calistoga Inn."
80,Terisa G.,2018-08-19,2.0,"The food was passable but the dinner service was quite poor. The food was a very long time in coming, with no updates. The appetizer was served with the entrees, some of which were no longer hot. The salmon was tasteless, as was the steak, so I'd avoid those two choices."
81,Shana M.,2018-01-18,4.0,"This was our best meal in Calistoga and everyone wished we could eat dinner here again. I'm a bit confused about the name as our reservation was for Calistoga Kitchen but it appears to be Lovina now? 

Made a reservation for a large group and they were really nice about us running a bit late due to unexpected traffic. My family are foodies ranging in age from 1 to 85 and everyone loved their meals. The only thing we were meh on was the kimchi bread. It was less flavorful than expected. All the entrees were good, but the risotto was especially delicious. I think we tried nearly every dessert on the menu and they were amazing enough that I would come here just for dessert. The server was knowledgeable about the menu and they accommodated a gluten allergy well. She was able to suggest wine options based on our descriptions of what we like and her pairings were spot on. 

The only low point was when a woman at the table asked how the branzino was prepared and the server instead seemed to assume that she didn't know what it was. She started here explanation with, ""Bran-zeeno is a fish"" speaking slowly. And went on to describe the fish in detail before finally telling us how it was cooked. As a group of mostly Black women, we typically get condescended to at one restaurant per trip to Napa Valley, a place with few African-Americans. Last time it was Solbar, this time it was this restaurant. But the food was good so we'll forgive them this time and will definitely be back."
82,Michelle B.,2018-01-14,5.0,"I went here for an early dinner with my boyfriend at an off hour and we had the place practically to ourselves, which was great. We had a spot by the window and had excellent service and absolutely delicious food. Their mushroom leek dip was AMAZING (I'm talking scraping the bottom of the plate amazing.) I ordered the branzino special and it was the perfect amount of crispy on the outside and juicy on the inside. For dessert we shared the lemon white chocolate bread pudding, which was divine. Our server, Corryne, was excellent, friendly, and knowledgeable about the menu. Big props to her! The next time I'm in Calistoga, I'll definitely stop by again."
83,Mitch W.,2017-07-08,5.0,"Awesome home made food. Beautiful variety on menu. 
Had the Lamb Tagine. Simply delicious. Rick knows how to cook. He has been catering fine events in Napa Valley for years."
84,Gabrielle B.,2018-07-29,5.0,"Surprised at some of the poor reviews. My husband and I came on Sunday night and it was one of the best meals we've had in a long time!!! I never post reviews, and I had to--it was that awesome! Service was fabulous, food comparable, and we almost didn't come because of the mixed reviews. Please try them. I'm sure they won't disappoint; rather, they will awe you with how good the food is."
85,Sally R.,2018-05-29,5.0,"This is where to eat breakfast in Calistoga! And dinner's good too. Finally, solid brunch place in this gorgeous town. I ate at zazie constantly in my formative years so it was fun to try lovina but completely different."
86,Drew A.,2018-05-06,2.0,"I ate here when it was the Calistoga Kitchen before the ownership change. The new menu was confusing trying to be hip compared to the previous menu that had exceptional, consistently tasty food with wine pairings. The bread pudding was dry and lackluster compared to the previous menu that had rich chocolate ding dongs, a beautiful cheesecake, etc. which were all thoughtfully done. I was really hoping to like this because I came to the old one a lot. For now, there are better establishments in the region. I'm not sure why people try to do their own thing when the old thing worked well and kept a packed house every time I visited. Our waitress was a delight and made the experience better."
87,Julia G.,2018-07-06,5.0,"This is actually one of the 5 top meals I've ever had. Chef Jenna and her fiancé are unbelievable both at front of house and in the kitchen. I am blown away by the quality of food and service here. We started with the ricotta (house made), then the house smoked salmon and green salad, followed by risotto and the chicken tiki yum yum. My husband and I don't spend too much time seeking out the Michelin starred places or the hot new thing, we are drawn more to quality of food and ambiance without pretense. Lovina has it in spades. We could not be more grateful to enjoy this lovely restaurant in downtown Calistoga!"
88,Robin A.,2018-09-04,5.0,"Started with the homemade ricotta. Yum. Next, the most amazing heirloom salad (with burrata gelato!!!) we've ever tasted! My husband's strip steak was way better than he expected! He loved it! My prawn and tofu curry was flavorful, but it had too many potatoes (ask for mushrooms added), and could have been spicier. We had a lemon bread pudding which was so so good. Favorite meal in town."
89,Miles C.,2018-07-16,5.0,"I took my girlfriend here for our first date last week, on Friday night. We had an IMMACULATE experience. We started off with the chicken seasoned popcorn and polenta with an incredible aioli side, and were blown away. We decided to spring for a bottle of chardonnay at $50/bottle, and it felt like a steal. Buttery and balanced, we were very happy.

The salmon put our dining experience over the top. perfectly cooked, with awesome mussels and what I think was a garbanzo bean side garnish. 

Walked out of the door just under $200. Do not sleep on this place, you need to eat here. 

WE will be back. Thanks, Lovina staff!

-Miles &amp; Ashley"
90,E S.,2018-04-13,4.0,"Excellent salmon with white beans and warm kale salad. The staff was professional and ambiance homey. The only thing that would have made it better was the music-- the classic rock station just didn't seem to fit the organic, local vibe!"
91,Libby O.,2018-09-13,2.0,"Really, really, really (!) wanted to love this place, and had been reading the menu and reviews a week before our visit to figure out what I would get. I decided on the pork chop, and husband had the steak. We normally don't spend this much at a restaurant but were celebrating our anniversary so we thought we'd splurge. The steak was great and cooked perfectly. For the pork chop, I'm really wondering if they seared it and forgot to put it in the oven after, because it was totally slimy raw. I will even eat pork that is slightly pink in the center, because I think they determined you're allowed to do that now. But other than taking a few bites from the outside, I could not eat it. I are the panzanella on the side, which was tasty. I showed the raw pork to our server at the end of our meal, and all she said was ""I'm sorry about your undercooked pork"" ... here's your bill. Really disappointing. So timid old me had to ASK if there was any sort of deduction they could do since the meat was inedible. Eventually they took 20% off the bill, but I feel like good service would have been to wipe that entree from the check. Just such a bummer when you're really looking forward to a fancy meal out (without your toddler )"
92,Amy O.,2018-03-24,5.0,"Four of us had dinner here last night. It was outstanding. Pork chops was the runaway favorite, followed by the Bolognese pasta! Outstanding! We had too long to be served dinner, but proved worth the wait."
93,Pratham V.,2017-10-12,4.0,"I visited this place on a Weekend evening for dinner.
P.S: You must make a RESERVATION if you wish to visit this place on any weekend as we had to wait for nearly an hour to get our seats on the outside patio area.

Once we were seated, we ordered the following items:
1) Mixed Green Salad
The salad was fresh, ready to eat and tasty.

2) Spring Pasta
The pasta came with Alfredo Sauce.
It was a combination of pasta sauce, vegetables and some spices sprinkled on the top making it a very tasty dish.

Accepting the fact that they were trying vegetarian variant of the Pasta for the first time, it was too good to be their first attempt at this.

A Rose Wine was also ordered to complement the dinner and it was good too.

Overall this place is recommended for dinner as the outside sitting is very attractive with lights, lamps and other stuff.
The staff is extremely helpful and always smiling."
94,Héctor P.,2018-10-06,2.0,"Skip it. We went here for an anniversary dinner last night and although the food was edible, the wait for the entré was unbearable. We ordered 3 appetizers and we're going to share one New York steak between the two of us. The appetizers came fairly quick, 20 minutes. But that's where the trouble began. We waited an additional 50 minutes for the one steak plate to come out. That's 50 minutes AFTER we were done with the appetizers. It's hard to realize how long that is unless you're sitting there after repeated pronouncements that our food was coming. 30 minutes before the plate came our server said, ""your food is coming right out"". They offered us water we said yes. 20 minutes after that, I had to ask for the water since she didn't bring it. We've been coming to Calistoga for our anniversary for 21 years. This is the first and last time we eat here. If you're on the fence about this place, skip it. The food was unremarkable, the wait was unreasonable, and there are plenty of other places around. Oh, and no apologies offered at the end. Just the bill."
